id,total_incoming_val,total_outgoing_val,trans_count,is_fraud_node,node_type,avg_trans_val
C1585634808,0.0,16665.2,1.0,0,User,16665.2
C1722363108,0.0,309019.27,1.0,0,User,309019.27
C1259630002,0.0,134861.82,1.0,1,Mule,134861.82
C1482907486,0.0,78373.19,1.0,0,User,78373.19
C81585635,1280906.3,0.0,3.0,1,Mule,426968.76666666666
C1807813880,0.0,49666.44,1.0,0,User,49666.44
C1377322168,0.0,21061.44,1.0,0,User,21061.44
C1183549962,0.0,978103.4,1.0,1,Mule,978103.4
C1313698236,3008503.34,0.0,2.0,1,Mule,1504251.67
C1458219596,269476.09,0.0,1.0,1,Mule,269476.09
C187782646,0.0,170200.7,1.0,0,User,170200.7
C252495161,0.0,430565.27,1.0,0,User,430565.27
C251649722,0.0,20278.62,1.0,1,Mule,20278.62
C1125300073,0.0,378101.69,1.0,0,User,378101.69
C1776058935,0.0,190688.39,1.0,0,User,190688.39
C182956313,70239.81,0.0,1.0,1,Mule,70239.81
C1674473954,9060955.18,0.0,1.0,1,Mule,9060955.18
C669217058,0.0,26690.79,1.0,0,User,26690.79
C1207871935,0.0,3463.77,1.0,0,User,3463.77
C89323107,0.0,4715.58,1.0,0,User,4715.58
C793119016,0.0,41189.57,1.0,0,User,41189.57
C1036592129,0.0,136983.26,1.0,1,Mule,136983.26
C385727452,0.0,483582.1,1.0,0,User,483582.1
C1567508562,0.0,6168077.6,1.0,1,Mule,6168077.6
C1446844795,0.0,338011.52,1.0,0,User,338011.52
C1594583493,0.0,45598.1,1.0,0,User,45598.1
C1853249167,0.0,42248.86,1.0,0,User,42248.86
C253299416,0.0,110934.06,1.0,0,User,110934.06
C1763833908,0.0,63995.31,1.0,0,User,63995.31
C1953595991,0.0,105071.54,1.0,0,User,105071.54
C58470057,12882770.7,0.0,25.0,1,Mule,515310.828
C1036540336,0.0,313317.21,1.0,0,User,313317.21
C1228128908,0.0,52795.24,1.0,1,Mule,52795.24
C48810852,0.0,819048.34,1.0,1,Mule,819048.34
C1865803330,0.0,41741.1,1.0,0,User,41741.1
C1919218526,608360.37,0.0,5.0,1,Mule,121672.074
C445338751,0.0,177814.65,1.0,0,User,177814.65
C367089109,0.0,32608.39,1.0,0,User,32608.39
C1784961866,0.0,59813.61,1.0,1,Mule,59813.61
C1783291717,0.0,50181.34,1.0,0,User,50181.34
C1281910371,0.0,405058.82,1.0,0,User,405058.82
C1851254039,0.0,28308.97,1.0,1,Mule,28308.97
C29239806,0.0,179310.57,1.0,0,User,179310.57
C1373765456,40013.19,0.0,1.0,1,Mule,40013.19
C2010104442,0.0,13683.32,1.0,0,User,13683.32
C275915059,0.0,224739.54,1.0,0,User,224739.54
C664190026,0.0,77347.97,1.0,0,User,77347.97
C280245169,0.0,851993.18,1.0,0,User,851993.18
C1773175769,0.0,174733.61,1.0,0,User,174733.61
C1746329459,0.0,434502.7,1.0,0,User,434502.7
C1298336422,0.0,1290619.25,1.0,1,Mule,1290619.25
C1871929056,0.0,70086.88,1.0,0,User,70086.88
C723209092,1173916.59,0.0,6.0,1,Mule,195652.765
C2109706696,0.0,312324.74,1.0,0,User,312324.74
C2098634009,0.0,37016.39,1.0,0,User,37016.39
C432858723,6322399.97,0.0,1.0,1,Mule,6322399.97
C1910246117,0.0,15903.88,1.0,0,User,15903.88
C245611087,0.0,148220.38,1.0,0,User,148220.38
C133170874,608290.12,0.0,1.0,1,Mule,608290.12
C1107140692,2799729.97,0.0,3.0,1,Mule,933243.3233333334
C1349854791,0.0,155089.76,1.0,0,User,155089.76
C1845405824,0.0,44518.23,1.0,0,User,44518.23
C629361248,0.0,917341.63,1.0,0,User,917341.63
C1588780582,0.0,209562.58,1.0,0,User,209562.58
C1574778986,0.0,358668.72,1.0,0,User,358668.72
C414853188,0.0,59419.36,1.0,0,User,59419.36
C1084470615,0.0,2308987.17,1.0,0,User,2308987.17
C660472493,0.0,475854.04,1.0,1,Mule,475854.04
C1207908886,0.0,430713.88,1.0,0,User,430713.88
C795075259,0.0,94423.16,1.0,0,User,94423.16
C1924569,0.0,48184.53,1.0,0,User,48184.53
C475877892,8880447.33,0.0,9.0,1,Mule,986716.37
C436595406,0.0,18063.41,1.0,0,User,18063.41
C1499824212,0.0,217645.65,1.0,0,User,217645.65
C1368276502,0.0,61500.84,1.0,0,User,61500.84
C995677475,0.0,362681.64,1.0,0,User,362681.64
C1666104673,0.0,73583.06,1.0,0,User,73583.06
C1389966379,0.0,461838.83,1.0,0,User,461838.83
C1524302218,3167105.6,0.0,2.0,1,Mule,1583552.8
C550781856,0.0,117774.08,1.0,0,User,117774.08
C2020102800,0.0,49372.94,1.0,1,Mule,49372.94
C48504771,0.0,136061.59,1.0,0,User,136061.59
C407092830,757571.22,0.0,3.0,1,Mule,252523.74
C1680320750,0.0,30173.69,1.0,0,User,30173.69
C1417671180,0.0,112700.85,1.0,0,User,112700.85
C415733913,0.0,282107.82,1.0,0,User,282107.82
C1120295469,0.0,261379.62,1.0,0,User,261379.62
C126040477,0.0,340963.56,1.0,0,User,340963.56
C1536621580,0.0,53369.01,1.0,0,User,53369.01
C1690617114,0.0,1246392.0,1.0,0,User,1246392.0
C1257904471,0.0,66550.0,1.0,1,Mule,66550.0
C479197415,0.0,1627643.76,1.0,0,User,1627643.76
C1141828886,0.0,292911.36,1.0,0,User,292911.36
C933108475,0.0,148758.52,1.0,0,User,148758.52
C564449794,0.0,156034.67,1.0,0,User,156034.67
C940215295,0.0,143269.22,1.0,0,User,143269.22
C669850294,0.0,235032.59,1.0,0,User,235032.59
C252694860,0.0,133771.88,1.0,0,User,133771.88
C360757376,0.0,91814.57,1.0,0,User,91814.57
C1230014846,0.0,170033.82,1.0,0,User,170033.82
C253916839,0.0,55546.6,1.0,0,User,55546.6
C589517413,0.0,480605.12,1.0,0,User,480605.12
C679560563,0.0,22140.87,1.0,1,Mule,22140.87
C826760283,0.0,113106.11,1.0,0,User,113106.11
C962156181,0.0,327085.38,1.0,0,User,327085.38
C1346760500,0.0,629958.0,1.0,0,User,629958.0
C299051117,0.0,53883.59,1.0,0,User,53883.59
C1044222858,0.0,168622.3,1.0,1,Mule,168622.3
C1444170043,269692.53,0.0,1.0,1,Mule,269692.53
C1558985720,0.0,77917.46,1.0,0,User,77917.46
C1110437354,0.0,81569.69,1.0,0,User,81569.69
C1530549308,358440.67,0.0,1.0,1,Mule,358440.67
C134316937,0.0,172157.28,1.0,0,User,172157.28
C215647876,0.0,50305.81,1.0,0,User,50305.81
C608964542,0.0,222204.07,1.0,0,User,222204.07
C271789900,0.0,7682.75,1.0,0,User,7682.75
C1635434830,0.0,50247.47,1.0,0,User,50247.47
C152425896,0.0,319515.0,1.0,0,User,319515.0
C2835382714,694136.1207758951,684591.406223351,2.0,1,Mule,689363.763499623
C1501927767,0.0,70137.21,1.0,0,User,70137.21
C1352839063,0.0,32251.15,1.0,0,User,32251.15
C1641626589,0.0,50530.71,1.0,0,User,50530.71
C1296266116,0.0,2622276.77,1.0,0,User,2622276.77
C30298883,0.0,28846.82,1.0,0,User,28846.82
C1577097476,2480787.0300000003,0.0,4.0,1,Mule,620196.7575000001
C751817132,0.0,240561.32,1.0,0,User,240561.32
C1657557389,0.0,34850.83,1.0,0,User,34850.83
C1898490203,0.0,1122827.94,1.0,1,Mule,1122827.94
C2090673284,0.0,292953.36,1.0,0,User,292953.36
C147184376,0.0,144354.61,1.0,0,User,144354.61
C1239977402,0.0,1139165.57,1.0,1,Mule,1139165.57
C7845107759,443331.0,437747.41933384567,2.0,1,Mule,440539.2096669228
C2003634507,0.0,267647.66,1.0,0,User,267647.66
C812017857,0.0,88229.87,1.0,0,User,88229.87
C1432903042,0.0,456868.62,1.0,0,User,456868.62
C1126082523,1273266.94,0.0,2.0,1,Mule,636633.47
C405731182,0.0,372566.15,1.0,0,User,372566.15
C1492319715,0.0,151953.28,1.0,0,User,151953.28
C1875051976,0.0,186567.41,1.0,1,Mule,186567.41
C9542452451,536051.0893113015,522818.07830337883,3.0,1,Mule,352956.38920489344
C212024337,0.0,166200.45,1.0,0,User,166200.45
C1980653888,0.0,129449.0,1.0,0,User,129449.0
C1656072921,0.0,165875.8,1.0,0,User,165875.8
C1705990393,45116.24,0.0,1.0,1,Mule,45116.24
C574340395,0.0,74302.2,1.0,0,User,74302.2
C336552380,0.0,338579.63,1.0,0,User,338579.63
C404864841,0.0,68708.09,1.0,0,User,68708.09
C291081099,0.0,1309940.05,1.0,1,Mule,1309940.05
C1311755065,0.0,474628.91,1.0,0,User,474628.91
C488128368,196057.48,0.0,3.0,1,Mule,65352.49333333334
C2090300380,0.0,22833.13,1.0,0,User,22833.13
C607118834,0.0,114359.88,1.0,0,User,114359.88
C911915590,0.0,267807.0,1.0,0,User,267807.0
C825115013,0.0,511253.26,1.0,0,User,511253.26
C1126611928,0.0,71851.58,1.0,0,User,71851.58
C949519746,0.0,86417.11,1.0,0,User,86417.11
C1579735694,0.0,245380.21,1.0,0,User,245380.21
C969498140,0.0,233365.49,1.0,0,User,233365.49
C130072062,0.0,127120.88,1.0,1,Mule,127120.88
C2075477370,0.0,34276.37,1.0,0,User,34276.37
C121089624,0.0,105402.02,1.0,0,User,105402.02
C2138077738,166891.51,0.0,1.0,1,Mule,166891.51
C1263272342,0.0,213463.32,1.0,1,Mule,213463.32
C1668539486,0.0,6530484.38,1.0,0,User,6530484.38
C1390885602,769619.59,0.0,1.0,1,Mule,769619.59
C2125222450,0.0,230951.05,1.0,0,User,230951.05
C4970342942,314075.16472142417,304063.91896205815,3.0,1,Mule,206046.36122782747
C277862929,1053853.02,0.0,7.0,1,Mule,150550.43142857144
C1205151454,0.0,19472.0,1.0,1,Mule,19472.0
C676092302,0.0,2406332.79,1.0,1,Mule,2406332.79
C1705027319,1659099.2400000002,0.0,5.0,1,Mule,331819.84800000006
C1660819479,0.0,46946.63,1.0,0,User,46946.63
C2681404390,0.0,101427.0,2.0,1,Mule,50713.5
C764373459,0.0,140958.7,1.0,0,User,140958.7
C1176730990,0.0,285544.89,1.0,0,User,285544.89
C357951858,0.0,190065.61,1.0,0,User,190065.61
C1068015495,0.0,107577.77,1.0,0,User,107577.77
C1927390532,190215.18,0.0,1.0,1,Mule,190215.18
C9904097947,172840.0,170935.22138107073,3.0,1,Mule,114591.74046035692
C1119545712,0.0,891944.51,1.0,1,Mule,891944.51
C712208806,0.0,45565.46,1.0,0,User,45565.46
C249998906,0.0,196664.62,1.0,0,User,196664.62
C324460572,0.0,174231.37,1.0,0,User,174231.37
C58256247,2011211.0,0.0,15.0,1,Mule,134080.73333333334
C281316547,0.0,39509.62,1.0,0,User,39509.62
C1214789338,0.0,171532.88,1.0,0,User,171532.88
C642956325,0.0,32711.45,1.0,0,User,32711.45
C197528169,0.0,83132.92,1.0,0,User,83132.92
C1282685697,0.0,383000.59,1.0,0,User,383000.59
C691566986,0.0,179495.15,1.0,0,User,179495.15
C1550201110,0.0,176858.31,1.0,0,User,176858.31
C1948033294,0.0,105269.81,1.0,1,Mule,105269.81
C3043928116,572578.16659417,546216.4424983475,2.0,1,Mule,559397.3045462588
C1331006917,0.0,99667.52,1.0,0,User,99667.52
C1401949177,14261562.83,0.0,7.0,1,Mule,2037366.1185714286
C1795901064,0.0,701168.78,1.0,1,Mule,701168.78
C1069101318,0.0,114169.66,1.0,1,Mule,114169.66
C982658437,0.0,182767.44,1.0,0,User,182767.44
C1114098252,0.0,545839.34,1.0,0,User,545839.34
C1434572645,0.0,93503.53,1.0,0,User,93503.53
C595310205,0.0,17892.52,1.0,0,User,17892.52
C2091222833,829286.58,0.0,1.0,1,Mule,829286.58
C1182303507,0.0,170486.7,1.0,1,Mule,170486.7
C508327884,2055201.5299999998,0.0,8.0,1,Mule,256900.19124999997
C523112973,0.0,111203.97,1.0,0,User,111203.97
C895454174,0.0,173031.47,1.0,0,User,173031.47
C1805134264,1520782.0,0.0,7.0,1,Mule,217254.57142857142
C158801009,0.0,85354.69,1.0,1,Mule,85354.69
C159267828,0.0,1011249.64,1.0,1,Mule,1011249.64
C623995856,0.0,162857.67,1.0,0,User,162857.67
C1419097479,2140888.35,0.0,1.0,1,Mule,2140888.35
C973279667,0.0,7078157.11,1.0,1,Mule,7078157.11
C1602479999,292623.74,0.0,3.0,1,Mule,97541.24666666666
C59243029,0.0,188541.4,1.0,0,User,188541.4
C1007000149,363601.9251556091,358142.33993933984,2.0,1,Mule,360872.13254747447
C2002712131,0.0,463515.52,1.0,0,User,463515.52
C1360273467,0.0,327458.21,1.0,0,User,327458.21
C693914149,0.0,1905476.22,1.0,1,Mule,1905476.22
C862555540,0.0,1760459.07,1.0,0,User,1760459.07
C1563693566,0.0,50631.43,1.0,0,User,50631.43
C1008141615,3965182.83,0.0,1.0,1,Mule,3965182.83
C107182661,0.0,250196.18,1.0,0,User,250196.18
C1787501728,2059.0,0.0,1.0,0,User,2059.0
C1049368284,0.0,128989.94,1.0,0,User,128989.94
C2110558717,0.0,118365.47,1.0,0,User,118365.47
C1568050490,0.0,17425.99,1.0,0,User,17425.99
C5530242887,668494.5418388866,643444.4822508602,3.0,1,Mule,437313.00802991557
C575981096,2956233.25,0.0,9.0,1,Mule,328470.3611111111
C510851813,0.0,9031.74,1.0,0,User,9031.74
C1597477718,0.0,125464.46,1.0,1,Mule,125464.46
C1836072651,450.0,0.0,1.0,0,User,450.0
C281479258,0.0,982414.06,1.0,1,Mule,982414.06
C1618899924,4175776.01,0.0,4.0,1,Mule,1043944.0025
C375500466,0.0,117825.14,1.0,0,User,117825.14
C2104579204,0.0,161307.82,1.0,0,User,161307.82
C1173980733,0.0,985396.13,1.0,0,User,985396.13
C1011665365,0.0,122090.79,1.0,1,Mule,122090.79
C2092567505,145035.4,0.0,1.0,1,Mule,145035.4
C610406947,0.0,388798.48,1.0,0,User,388798.48
C102275579,0.0,220357.67,1.0,0,User,220357.67
C1342208845,0.0,300176.84,1.0,0,User,300176.84
C2134322170,0.0,312955.14,1.0,1,Mule,312955.14
C194834819,0.0,109413.1,1.0,0,User,109413.1
C119349472,0.0,577411.51,1.0,0,User,577411.51
C2078446778,0.0,116696.62,1.0,0,User,116696.62
C187429960,0.0,235458.67,1.0,1,Mule,235458.67
C1484076319,0.0,441873.49,1.0,1,Mule,441873.49
C1971091829,0.0,1113572.21,1.0,0,User,1113572.21
C1688755947,0.0,117895.6,1.0,0,User,117895.6
C44567289,0.0,8407.24,1.0,0,User,8407.24
C2037489278,452804.42,0.0,1.0,1,Mule,452804.42
C19580557,0.0,82489.08,1.0,0,User,82489.08
C1141476786,993704.1799999999,0.0,9.0,1,Mule,110411.57555555555
C1211362260,0.0,97162.01,1.0,0,User,97162.01
C1809314517,0.0,300544.49,1.0,0,User,300544.49
C1657081274,0.0,164509.2,1.0,0,User,164509.2
C1135887879,0.0,25978.11,1.0,0,User,25978.11
C620889543,0.0,134445.75,1.0,0,User,134445.75
C685037382,0.0,39022.52,1.0,0,User,39022.52
C681787433,0.0,343796.14,1.0,0,User,343796.14
C894210550,0.0,105409.05,1.0,0,User,105409.05
C243306413,2046593.76,0.0,9.0,1,Mule,227399.30666666667
C1355414681,0.0,172694.06,1.0,0,User,172694.06
C261381678,0.0,473223.38,1.0,0,User,473223.38
C1597965105,0.0,104271.95,1.0,0,User,104271.95
C799544196,0.0,207517.25,1.0,0,User,207517.25
C1100598839,0.0,62936.92,1.0,0,User,62936.92
C1496903190,3230.0,0.0,1.0,0,User,3230.0
C1668215397,7981773.25,0.0,5.0,1,Mule,1596354.65
C916568347,0.0,217797.36,1.0,0,User,217797.36
C637472789,0.0,807278.78,1.0,1,Mule,807278.78
C595118760,0.0,1815041.37,1.0,0,User,1815041.37
C1864352304,0.0,115461.48,1.0,1,Mule,115461.48
C229722378,0.0,275082.0,1.0,1,Mule,275082.0
C1115513275,0.0,174567.09,1.0,0,User,174567.09
C1241023060,0.0,31992.13,1.0,0,User,31992.13
C236875489,0.0,65488.05,1.0,1,Mule,65488.05
C851065850,0.0,175597.64,1.0,1,Mule,175597.64
C1034419269,0.0,128025.91,1.0,0,User,128025.91
C921559624,0.0,286931.14,1.0,0,User,286931.14
C1831023719,0.0,107764.01,1.0,0,User,107764.01
C1274141620,0.0,10000000.0,1.0,1,Mule,10000000.0
C1711542983,0.0,265788.64,1.0,0,User,265788.64
C658264727,0.0,61585.91,1.0,0,User,61585.91
C1043256763,0.0,136331.05,1.0,1,Mule,136331.05
C1915179121,0.0,79441.66,1.0,1,Mule,79441.66
C831633261,0.0,9951.23,1.0,0,User,9951.23
C301283619,0.0,1796942.24,1.0,0,User,1796942.24
C1702949269,0.0,89332.13,1.0,0,User,89332.13
C169029118,1045055.01,0.0,8.0,1,Mule,130631.87625
C1232773842,0.0,386411.65,1.0,0,User,386411.65
C1136959113,386907.37,0.0,4.0,1,Mule,96726.8425
C463930958,18635.89,0.0,2.0,1,Mule,9317.945
C1246716354,0.0,219738.22,1.0,0,User,219738.22
C1525212782,0.0,513265.21,1.0,0,User,513265.21
C343064779,0.0,681525.62,1.0,1,Mule,681525.62
C2069270885,0.0,100993.36,1.0,0,User,100993.36
C1323699472,0.0,1409790.41,1.0,0,User,1409790.41
C1616326954,1175279.21,0.0,7.0,1,Mule,167897.03
C8830942074,854376.195866906,834667.067112056,2.0,1,Mule,844521.631489481
C108156872,0.0,743550.0,1.0,0,User,743550.0
C430465013,0.0,115909.69,1.0,0,User,115909.69
C1998671350,0.0,142705.5,1.0,0,User,142705.5
C1408029318,0.0,45206.48,1.0,0,User,45206.48
C878792867,6219566.63,0.0,1.0,1,Mule,6219566.63
C900410595,0.0,15866.27,1.0,0,User,15866.27
C710229023,0.0,170094.39,1.0,0,User,170094.39
C517557051,667010.4299999999,0.0,2.0,1,Mule,333505.21499999997
C1713942701,0.0,117905.77,1.0,0,User,117905.77
C955376072,0.0,337008.94,1.0,0,User,337008.94
C746901053,0.0,110138.12,1.0,0,User,110138.12
C1381717655,0.0,459327.55,1.0,0,User,459327.55
C942547401,0.0,323505.1,1.0,0,User,323505.1
C1767763200,0.0,157677.33,1.0,0,User,157677.33
C193696150,0.0,3576297.1,1.0,1,Mule,3576297.1
C1287053075,0.0,426315.22,1.0,0,User,426315.22
C1153377397,80397.86,0.0,1.0,1,Mule,80397.86
C2116650207,2584179.8,0.0,9.0,1,Mule,287131.0888888889
C2113831516,0.0,60612.03,1.0,0,User,60612.03
C1160165985,0.0,125872.63,1.0,0,User,125872.63
C1072591824,0.0,3965182.83,1.0,1,Mule,3965182.83
C1920781208,0.0,108325.21,1.0,0,User,108325.21
C1648497131,0.0,143581.54,1.0,0,User,143581.54
C884006054,0.0,11907.31,1.0,0,User,11907.31
C1501185619,0.0,270715.88,1.0,0,User,270715.88
C1800608803,0.0,125412.39,1.0,0,User,125412.39
C1059791992,0.0,272108.2,1.0,0,User,272108.2
C899260948,0.0,5979556.06,1.0,1,Mule,5979556.06
C1453762991,0.0,74447.11,1.0,1,Mule,74447.11
C623313478,0.0,10149.86,1.0,0,User,10149.86
C5623924486,571418.2785012868,550447.5225393084,2.0,1,Mule,560932.9005202976
C1907944035,0.0,577418.98,1.0,1,Mule,577418.98
C1898779203,676446.254831118,665688.7146780953,3.0,1,Mule,447378.32316973776
C1943465811,0.0,2488.01,1.0,0,User,2488.01
C336307904,0.0,417103.68,1.0,1,Mule,417103.68
C876619016,0.0,83695.68,1.0,0,User,83695.68
C1437699480,0.0,165153.57,1.0,0,User,165153.57
C1528094969,0.0,190243.49,1.0,0,User,190243.49
C254645055,0.0,281044.84,1.0,0,User,281044.84
C2071299056,0.0,42672.49,1.0,0,User,42672.49
C1446918339,0.0,112125.71,1.0,0,User,112125.71
C1943729961,0.0,148229.34,1.0,0,User,148229.34
C1770467335,0.0,12477.95,1.0,0,User,12477.95
C1345878528,0.0,14948.52,1.0,0,User,14948.52
C780164132,0.0,17117.85,1.0,0,User,17117.85
C243026208,0.0,226167.54,1.0,0,User,226167.54
C1331350711,4559921.56,0.0,1.0,1,Mule,4559921.56
C1443452003,0.0,180787.36,1.0,0,User,180787.36
C1693983283,0.0,226458.61,1.0,0,User,226458.61
C329084313,0.0,126396.44,1.0,0,User,126396.44
C1644380777,0.0,15262.54,1.0,0,User,15262.54
C619581802,0.0,442290.23,1.0,1,Mule,442290.23
C1009641841,0.0,146640.0,1.0,0,User,146640.0
C1934061780,0.0,42676.57,1.0,0,User,42676.57
C1676862372,0.0,153700.74,1.0,0,User,153700.74
C1261996958,0.0,160020.98,1.0,0,User,160020.98
C1832180008,0.0,534470.98,1.0,1,Mule,534470.98
C392282135,0.0,80669.66,1.0,0,User,80669.66
C1530429651,0.0,6468916.64,1.0,1,Mule,6468916.64
C899331008,0.0,155633.6,1.0,0,User,155633.6
C290490098,0.0,731242.07,1.0,0,User,731242.07
C2481655559,442222.9695374214,0.0,1.0,1,Mule,442222.9695374214
C177514791,0.0,289309.56,1.0,0,User,289309.56
C1396784766,0.0,117903.18,1.0,0,User,117903.18
C633393944,0.0,703434.15,1.0,0,User,703434.15
C881186783,0.0,524363.38,1.0,0,User,524363.38
C137450034,0.0,776303.43,1.0,1,Mule,776303.43
C1619619464,0.0,93343.81,1.0,0,User,93343.81
C152213690,0.0,145458.94,1.0,1,Mule,145458.94
C1949981498,654759.6,0.0,5.0,1,Mule,130951.92
C594518473,9173.06,0.0,1.0,1,Mule,9173.06
C930439128,0.0,320815.93,1.0,0,User,320815.93
C1618566076,0.0,107593.18,1.0,0,User,107593.18
C1836630205,0.0,294407.85,1.0,0,User,294407.85
C477861869,0.0,216557.94,1.0,0,User,216557.94
C1316157373,0.0,39345.82,1.0,0,User,39345.82
C1075030122,0.0,107156.83,1.0,0,User,107156.83
C2025015781,0.0,35085968.43,1.0,0,User,35085968.43
C182496580,0.0,912950.54,1.0,1,Mule,912950.54
C1312355163,0.0,310473.33,1.0,0,User,310473.33
C526780230,3194570.21,0.0,7.0,1,Mule,456367.17285714287
C63022697,499270.66000000003,0.0,4.0,1,Mule,124817.66500000001
C1756761994,0.0,10485.96,1.0,0,User,10485.96
C289330473,5108474.5,0.0,12.0,1,Mule,425706.2083333333
C1025493994,0.0,137414.46,1.0,0,User,137414.46
C850114081,0.0,102812.93,1.0,0,User,102812.93
C2048772220,0.0,132472.06,1.0,0,User,132472.06
C1128174667,0.0,342503.79,1.0,0,User,342503.79
C100140227,0.0,415714.86,1.0,0,User,415714.86
C1886829961,372703.48,0.0,1.0,1,Mule,372703.48
C1351929617,0.0,6215.44,1.0,1,Mule,6215.44
C2144403043,0.0,187429.93,1.0,0,User,187429.93
C857535219,0.0,279212.96,1.0,0,User,279212.96
C59164277,0.0,58109.71,1.0,0,User,58109.71
C96280671,0.0,48118.79,1.0,0,User,48118.79
C1243199694,0.0,217660.97,1.0,0,User,217660.97
C653262851,0.0,837192.23,1.0,1,Mule,837192.23
C1731825076,0.0,175203.45,1.0,1,Mule,175203.45
C1160628298,0.0,69339.69,1.0,0,User,69339.69
C1628987192,0.0,147874.62,1.0,0,User,147874.62
C1694419274,0.0,47965.48,1.0,0,User,47965.48
C1344864624,0.0,100909.07,1.0,0,User,100909.07
C158888466,0.0,13867.55,1.0,0,User,13867.55
C504202019,0.0,146552.26,1.0,0,User,146552.26
C9747289746,68079.14789038498,67376.25220267536,2.0,1,Mule,67727.70004653017
C53062849,2860464.76,0.0,16.0,1,Mule,178779.0475
C1655127778,949979.11,0.0,1.0,1,Mule,949979.11
C1533106811,2461331.32,0.0,2.0,1,Mule,1230665.66
C1034443391,0.0,209961.15,1.0,0,User,209961.15
C434548315,0.0,986742.82,1.0,0,User,986742.82
C776246900,108956.59,0.0,3.0,1,Mule,36318.863333333335
C1908904298,0.0,7418265.31,1.0,1,Mule,7418265.31
C56493571,0.0,153737.68,1.0,0,User,153737.68
C644650602,0.0,167172.7,1.0,0,User,167172.7
C873968079,0.0,190163.14,1.0,0,User,190163.14
C1862759934,0.0,252675.6,1.0,0,User,252675.6
C1690588291,0.0,185871.36,1.0,0,User,185871.36
C1922686366,0.0,216534.86,1.0,1,Mule,216534.86
C1578022799,0.0,315866.24,1.0,0,User,315866.24
C7202092084,0.0,464534.0,1.0,1,Mule,464534.0
C872785069,0.0,1489916.19,1.0,1,Mule,1489916.19
C771544520,0.0,5614246.07,1.0,1,Mule,5614246.07
C1716787887,0.0,205519.31,1.0,0,User,205519.31
C1114600239,0.0,8032.93,1.0,0,User,8032.93
C5514122,0.0,38345.32,1.0,0,User,38345.32
C314987191,0.0,90437.94,1.0,0,User,90437.94
C1182467074,0.0,30784.72,1.0,0,User,30784.72
C1845912494,0.0,403529.95,1.0,0,User,403529.95
C471987035,0.0,519846.44,1.0,0,User,519846.44
C616994960,0.0,287363.79,1.0,0,User,287363.79
C421324549,0.0,235227.91,1.0,0,User,235227.91
C739056655,0.0,312586.04,1.0,0,User,312586.04
C1474409627,0.0,185106.33,1.0,0,User,185106.33
C1620681088,0.0,71445.39,1.0,0,User,71445.39
C1110778858,0.0,367686.88,1.0,0,User,367686.88
C1302410274,0.0,90939.46,1.0,0,User,90939.46
C1491121800,0.0,107553.09,1.0,0,User,107553.09
C1485104732,0.0,13710.24,1.0,0,User,13710.24
C103076793,0.0,37019.04,1.0,1,Mule,37019.04
C1032986144,3553728.06,0.0,28.0,1,Mule,126918.8592857143
C187233336,0.0,281297.04,1.0,0,User,281297.04
C235321256,0.0,29361.47,1.0,0,User,29361.47
C1407526094,0.0,131396.66,1.0,0,User,131396.66
C1354346886,0.0,91387.32,1.0,0,User,91387.32
C1514527764,0.0,99458.21,1.0,1,Mule,99458.21
C1544390564,0.0,108287.68,1.0,0,User,108287.68
C2024056212,0.0,1464160.5,1.0,1,Mule,1464160.5
C888719854,0.0,342516.73,1.0,0,User,342516.73
C1645177442,0.0,367364.8,1.0,1,Mule,367364.8
C108088398,0.0,60841.65,1.0,0,User,60841.65
C1276671609,0.0,977805.62,1.0,1,Mule,977805.62
C816325960,0.0,13393.62,1.0,0,User,13393.62
C1575103793,0.0,703543.44,1.0,0,User,703543.44
C1313304432,0.0,24688.92,1.0,0,User,24688.92
C1014616442,547672.2,0.0,1.0,1,Mule,547672.2
C1458046968,254719.63,0.0,1.0,1,Mule,254719.63
C415726184,0.0,69034.94,1.0,0,User,69034.94
C930964663,0.0,210638.84,1.0,0,User,210638.84
C810484750,0.0,63690.99,1.0,0,User,63690.99
C922540199,0.0,489033.93,1.0,1,Mule,489033.93
C947645496,7632183.49,0.0,5.0,1,Mule,1526436.698
C1823561951,3581649.29,0.0,9.0,1,Mule,397961.03222222225
C2421263925,397798.3236369775,393027.3158949203,2.0,1,Mule,395412.8197659489
C1320862628,0.0,595902.18,1.0,0,User,595902.18
C1690173518,0.0,21116.94,1.0,0,User,21116.94
C1213992157,0.0,404394.04,1.0,1,Mule,404394.04
C1849724428,0.0,105829.59,1.0,0,User,105829.59
C464318565,0.0,87445.63,1.0,0,User,87445.63
C1988786915,0.0,61435.33,1.0,0,User,61435.33
C946848871,0.0,756913.74,1.0,0,User,756913.74
C808534536,1788667.88,0.0,4.0,1,Mule,447166.97
C167142609,0.0,332302.72,1.0,0,User,332302.72
C650311089,0.0,48125.06,1.0,0,User,48125.06
C1038148162,0.0,154309.44,1.0,0,User,154309.44
C514364035,0.0,119291.86,1.0,0,User,119291.86
C760372700,0.0,294563.06,1.0,0,User,294563.06
C863679855,0.0,1490753.32,1.0,0,User,1490753.32
C1835374458,0.0,126333.99,1.0,0,User,126333.99
C290362483,0.0,150996.06,1.0,0,User,150996.06
C475478046,0.0,3638.37,1.0,0,User,3638.37
C1217435263,1050836.6400000001,0.0,4.0,1,Mule,262709.16000000003
C186942792,0.0,100217.85,1.0,0,User,100217.85
C1628286201,0.0,43780.18,1.0,0,User,43780.18
